,0,1
0,2.0,5.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,39.99,59.99
9,31355.0,301860.0
10,9.0,1.0
